SubjectID,researchdate
1450169730127850278,2025-06-07
3747000630363940255,2025-06-07
7791241212634248768,2025-06-07
8791033816660297281,2025-06-07
9079264347632290584,2025-06-07
513421118227062849,2025-06-08
1585274468154760803,2025-06-08
1954573939019829505,2025-06-08
2531033574337167351,2025-06-08
2738194092690289674,2025-06-08
1297043030334348571,2025-06-09
1954573939019829505,2025-06-09
4548647573216187331,2025-06-09
5332267584642577112,2025-06-09
1585271561336981583,2025-06-10
4476589022556912544,2025-06-10
6413133404652387490,2025-06-10
6701361217345430838,2025-06-10
5557453480556840705,2025-06-11
6350087783588513730,2025-06-11
6494202667536140096,2025-06-11
6998872468341592896,2025-06-11
5034735007627,2025-06-12
4764817325728906434,2025-06-12
5701569099948068097,2025-06-12
7791241212634245504,2025-06-12
8791033816660297281,2025-06-12
360295029579446279,2025-06-13
1297043030334348571,2025-06-13
1306055918923481346,2025-06-13
1585271561337019272,2025-06-13
2242801434868013825,2025-06-13
2386919254417071878,2025-06-13
4611694214010660315,2025-06-13
6413133404652387490,2025-06-13
7791241212634245504,2025-06-13
9312040921243712,2025-06-14
297251194917919616,2025-06-14
1738401682216574849,2025-06-14
2242805481916280257,2025-06-14
6998872468341592896,2025-06-14
1297043030334348571,2025-06-15
1585271561336590344,2025-06-15
5980785973690676368,2025-06-15
6701361217345430741,2025-06-15
441939118833085120,2025-06-16
801651201304651476,2025-06-16
801651206834380136,2025-06-16
1585271561336620066,2025-06-16
1585271561336959172,2025-06-16
2594080439968916616,2025-06-16
1017826062559976640,2025-06-17
1810459314961887936,2025-06-17
2315480831823292352,2025-06-17
2531033574337167351,2025-06-17
6061857247078127296,2025-06-17
6485190517591018432,2025-06-17
1234000039061637954,2025-06-18
2531033574337167351,2025-06-18
4188358369920040000,2025-06-18
8079709592015739840,2025-06-18
801651206834380136,2025-06-19
1451738962565949888,2025-06-19
1585271561336971361,2025-06-19
3747000630363940454,2025-06-19
3891115984388077661,2025-06-19
7358893580340050752,2025-06-19
8511817191720792833,2025-06-19
1945562604242968707,2025-06-20
3891115984388077661,2025-06-20
1585271561336620066,2025-06-21
4611691438142762186,2025-06-21
4764817325728901697,2025-06-21
4764817325728901698,2025-06-21
1585271561336994883,2025-06-22
6341074104264852368,2025-06-22
6629304165209877199,2025-06-22
1585271561336921162,2025-06-23
2747206450459321889,2025-06-23
4548647573216187331,2025-06-23
6917536153237304956,2025-06-23
1585271561336921162,2025-06-24
4693724001627148928,2025-06-24
5269278562812822592,2025-06-24
7421937898647071629,2025-06-24
2233793632882183375,2025-06-25
3972187335165675456,2025-06-25
4476589022556912544,2025-06-25
5269224077618120705,2025-06-25
7430950931072303937,2025-06-25
8007412236336258369,2025-06-25
2315718326334908096,2025-06-26
2747957778956732736,2025-06-26
5548441990942654369,2025-06-26
6341074104264852368,2025-06-26
6629304165209877199,2025-06-26
1306055277490834051,2025-06-27
1306313283810542784,2025-06-27
3395725322111671693,2025-06-27
6629304165209877199,2025-06-27
7287348570593627264,2025-06-27
7647124409916189827,2025-06-27
7719183762365539648,2025-06-27
1008811907659198081,2025-06-28
1450167894921152320,2025-06-28
3397268127622014080,2025-06-28
4404532213722835842,2025-06-28
6061857247078125826,2025-06-28
6638988891232380672,2025-06-28
3972185637577204576,2025-06-29
5197166057798798210,2025-06-29
6052843423965704693,2025-06-29
6557248473360856796,2025-06-29
8511817191720792833,2025-06-29
1008811907659198081,2025-06-30
1306055277490834051,2025-06-30
1585271561337030686,2025-06-30
2738194092690289087,2025-06-30
4548647573216187331,2025-06-30
6052843423965704794,2025-06-30
7998400403885849124,2025-06-30
3467783037797019533,2025-06-14
1585271561337014587,2025-06-16
225335593580788480,2025-06-08
1585271561337001691,2025-06-27
7358893773874615425,2025-06-02
1585271561336999721,2025-06-10
7719181970776511680,2025-06-10
9007204635750639287,2025-06-28
8007412236336259136,2025-06-26
504410216844887574,2025-06-06
2315718326334908096,2025-06-03
3972183818959580032,2025-06-03
5629511854270500800,2025-06-03
7719180632607324117,2025-06-04
1585271561336730962,2025-06-05
441361688982364355,2025-06-06
2233792637557835906,2025-06-06
2458976577495921193,2025-06-06
1585271561336985866,2025-06-07
1451738962565949888,2025-06-08
1585271561336946807,2025-06-08
1585271561337042922,2025-06-08
5557453419725369300,2025-06-09
8007412031770014786,2025-06-10
8791033531835245126,2025-06-10
4404532838566919552,2025-06-11
7576476778608295233,2025-06-11
5034735006848,2025-06-12
7575065682304820290,2025-06-12
81077505949382145,2025-06-13
1810455936995143616,2025-06-13
2738194092690289029,2025-06-14
2747206538927418458,2025-06-14
2738194092690289029,2025-06-15
7998400403885850012,2025-06-17
1585271561336946807,2025-06-18
1585271561336997690,2025-06-20
2244144434469039809,2025-06-20
6052843423965704814,2025-06-21
6350087783588513984,2025-06-21
7791241212634245504,2025-06-22
4980991965168188033,2025-06-23
8142515912690094339,2025-06-23
5188154264055124614,2025-06-25
3098483602160404038,2025-06-28
1585271561336714584,2025-06-29
3900130006549141184,2025-06-29
6341074104264854075,2025-06-29
8863090172069209728,2025-06-01
6052843423965704248,2025-06-11
1513217089771005832,2025-06-18
5414405334764342208,2025-06-17
6566259520606639428,2025-06-02
3467783911479848960,2025-06-03
5260209347646343066,2025-06-10
360293909705804580,2025-06-23
6052843423965704734,2025-06-30
1585271561336924298,2025-06-02
1585271561337000302,2025-06-02
7070663956211116160,2025-06-07
5269222877690299218,2025-06-16
8872102557463947648,2025-06-17
4107288419676846091,2025-06-21
7719180632607324117,2025-06-29
6998872468341592896,2025-06-04
1585271561336969923,2025-06-18
3891115984388077661,2025-06-29
2233791780476071135,2025-06-29
1585271561336985149,2025-06-09
3242598857385037050,2025-06-10
5629511306838413568,2025-06-12
2963380775332160449,2025-06-26
3323668325271603393,2025-06-03
8430746051069922433,2025-06-08
1585271561336628314,2025-06-09
1883240920244414016,2025-06-10
6052843423965704462,2025-06-11
1585271561336628314,2025-06-16
7719181970776511680,2025-06-17
1585271561337001691,2025-06-26
8142515282311849090,2025-06-30
8935147025123495532,2025-06-14
792639191900656642,2025-06-01
1306806058556077568,2025-06-01
6485190696845707603,2025-06-01
1306806058556077568,2025-06-02
6134031440866582528,2025-06-02
1306806058556077568,2025-06-03
2089675984079929177,2025-06-03
4261580498707044544,2025-06-04
5260209176225692826,2025-06-04
5764614858704116186,2025-06-04
1306806058556077568,2025-06-05
5764614858704116186,2025-06-05
1954572816503618427,2025-06-06
3251611063009621249,2025-06-06
5764614858704116186,2025-06-06
1585271561336723110,2025-06-07
1585271561336950266,2025-06-07
2089675984079929177,2025-06-07
7854284809238590800,2025-06-07
1513216560753935319,2025-06-08
6854489498627102104,2025-06-09
8070458324181978240,2025-06-09
1585271561336642047,2025-06-10
3035438258777611137,2025-06-10
1585271561336642047,2025-06-12
1810459314961883392,2025-06-12
5629511450608996289,2025-06-13
3467783911479855681,2025-06-14
8935147025123495532,2025-06-15
9079264895077392192,2025-06-15
4261580498707044544,2025-06-16
875163993763721408,2025-06-17
1585271561336866220,2025-06-17
2963380814038309056,2025-06-17
7791239100327164288,2025-06-17
360293909705804778,2025-06-18
8214573661547136012,2025-06-18
1585271561336985149,2025-06-20
2748907845476333312,2025-06-20
1585271561336985149,2025-06-21
4035232106963127754,2025-06-21
4261580498707044544,2025-06-21
8214571128982578588,2025-06-21
1585271561336985149,2025-06-22
288238151495840641,2025-06-23
4404534342618501632,2025-06-23
5197165831092178176,2025-06-23
8791033531835244932,2025-06-24
3468718719298082880,2025-06-26
4332978302823900801,2025-06-26
6711292803523302144,2025-06-26
1585271561337043459,2025-06-27
1585271561337043459,2025-06-28
3035438502080357056,2025-06-29
4035232106963127754,2025-06-29
1585271561337043459,2025-06-30
5034735007817,2025-06-02
8214571128982578588,2025-06-03
2305848744076623408,2025-06-05
6917536153237304648,2025-06-05
2305848744076623408,2025-06-06
5034735007817,2025-06-11
7286835588169424727,2025-06-12
3963175104584408256,2025-06-18
2963380775332161280,2025-06-20
1585271561336724068,2025-06-21
2963380775332161280,2025-06-22
6701361217345429307,2025-06-23
5413337214202464315,2025-06-25
6052843423965704118,2025-06-04
6701361217345430046,2025-06-05
4908937353777220800,2025-06-07
8502804186997688729,2025-06-08
1585271561336807123,2025-06-11
6052843423965704109,2025-06-12
369305952269615221,2025-06-13
369305952269615221,2025-06-14
1873503251789431953,2025-06-14
3611898983435468929,2025-06-15
369305952269615221,2025-06-16
4908937353777222208,2025-06-16
1873514873511094208,2025-06-19
4899922101829706131,2025-06-20
4980991965168188033,2025-06-20
5269222877690299145,2025-06-22
1585271561336877696,2025-06-24
1585271561337020061,2025-06-24
1954573939019829248,2025-06-24
4035232106963127754,2025-06-25
4404532838566918914,2025-06-25
4035232106963127754,2025-06-26
6269016405102144656,2025-06-26
1657331923961798658,2025-06-27
1585271561336928857,2025-06-29
1585271561336619618,2025-06-30
1585271561337028235,2025-06-19
5034735006958,2025-06-20
5629511854270500800,2025-06-26
657540071955486912,2025-06-29
6566258848326415630,2025-06-02
3467784160333701762,2025-06-13
936754186446803894,2025-06-01
1729388141130525804,2025-06-01
4827866083748768960,2025-06-01
2098690509497977664,2025-06-02
8935148650840696065,2025-06-03
6629304165209877395,2025-06-04
6783798661000274688,2025-06-04
1513216560753935319,2025-06-05
1585271561336987845,2025-06-06
1729388141130525804,2025-06-08
936756002501340111,2025-06-09
1585271561336959874,2025-06-09
5701568878757408000,2025-06-13
8727990074356780608,2025-06-15
1585271561336969686,2025-06-16
1585271561337051837,2025-06-16
6413133404652387490,2025-06-16
2738194092690289085,2025-06-17
1585271561336856398,2025-06-18
3828751370547352448,2025-06-18
1594285565167033075,2025-06-19
8367698818594834445,2025-06-19
1594285565167033075,2025-06-21
1585271561337043287,2025-06-22
7215494154939420416,2025-06-23
5629511959330150785,2025-06-24
3035438529728160640,2025-06-25
2305848744076622577,2025-06-28
8214571128982578588,2025-06-28
1306054984423598601,2025-06-29
1729390231323623488,2025-06-30
2233792637557835906,2025-06-30
1585271561337053954,2025-06-01
1585271561337053954,2025-06-02
6629304165209877741,2025-06-02
6999716893271764032,2025-06-02
4107288419676846156,2025-06-03
8935148960500688000,2025-06-03
4188358369920039902,2025-06-05
4188358369920039902,2025-06-06
513442094523561152,2025-06-12
6422145316800824449,2025-06-16
4188358369920040000,2025-06-17
7070664730355258752,2025-06-17
6206256011372936832,2025-06-18
1585271561337040624,2025-06-19
1585271561337040624,2025-06-21
1585271561336776582,2025-06-23
6196958805535046283,2025-06-23
6566258848326450200,2025-06-25
2954367870147816203,2025-06-30
8367700322646866753,2025-06-05
2458979132178470400,2025-06-02
6341074104264852173,2025-06-08
6341074104264852173,2025-06-09
1585274468154760705,2025-06-10
5476384795035394075,2025-06-11
3901257438148375808,2025-06-13
8718974580309866977,2025-06-14
8223585134570190914,2025-06-22
2305848744076622153,2025-06-24
1585271561336746720,2025-06-25
1585271561336969570,2025-06-26
5116096277414528843,2025-06-28
7719181970776511680,2025-06-29
2675150653541831553,2025-06-30
5188154264055125152,2025-06-01
8935148960500687426,2025-06-05
2233802556162053506,2025-06-06
2963380775332161089,2025-06-11
792639191900656642,2025-06-16
1657332156207575424,2025-06-20
2377906299442911070,2025-06-30
6557248561836698767,2025-06-13
2017618760585038672,2025-06-23
801651201304655618,2025-06-01
1585271561337053502,2025-06-05
1585271561337053502,2025-06-11
1585271561337053502,2025-06-14
6061856445285913217,2025-06-14
1585271561336634007,2025-06-15
4332475200292245888,2025-06-18
4332475200292245888,2025-06-20
1585271561337041337,2025-06-22
2305848744076622362,2025-06-23
1585271561337001691,2025-06-25
1738401046313161600,2025-06-26
1873504623131540673,2025-06-28
8070458324181978690,2025-06-29
1008811791543195049,2025-06-30
1585271561337010551,2025-06-22
5270923432208053120,2025-06-13
7070663956211113984,2025-06-29
5125154805357923008,2025-06-09
5269223972552621314,2025-06-01
225608272464491072,2025-06-02
648524241621891017,2025-06-05
7782225973962771416,2025-06-08
3179555360094856128,2025-06-09
7782225973962771416,2025-06-09
1585271561336917724,2025-06-10
3098483602160404120,2025-06-13
5188154264055125162,2025-06-13
7782225973962771416,2025-06-14
1523321506755270400,2025-06-17
5332267584642577280,2025-06-17
7782225973962771416,2025-06-19
1522327548243721536,2025-06-21
3901257438148375808,2025-06-21
7782225973962771416,2025-06-21
7782225973962771416,2025-06-23
4260416422919966855,2025-06-25
4260416422919966855,2025-06-26
7926341023773842837,2025-06-29
2098690033949114112,2025-06-30
8800699037240317312,2025-06-07
226944985535436544,2025-06-08
7430951296027745216,2025-06-09
1091468501617997632,2025-06-10
875138280095426112,2025-06-15
4260416422919966855,2025-06-29
2963379536701494156,2025-06-09
6341074104264849939,2025-06-13
1585271561337022332,2025-06-03
1585271561336967196,2025-06-04
8502804186997688729,2025-06-07
5764614858704116186,2025-06-09
1585271561337025775,2025-06-21
3828751370547352448,2025-06-26
5764614858704116186,2025-06-28
5270835593220710144,2025-06-29
1585271561336662224,2025-06-01
6629304165209877148,2025-06-09
1513216560753935319,2025-06-15
1585271561336660303,2025-06-15
3828751370547352448,2025-06-21
1585271561336969570,2025-06-22
1585271561336969570,2025-06-23
5764614858704116186,2025-06-27
432351254888983589,2025-06-25
1585271561336704203,2025-06-01
1585271561337006097,2025-06-02
1738403280270865088,2025-06-03
1450170178027016605,2025-06-05
5629511854270500800,2025-06-08
6196960147642319177,2025-06-10
8935147025123496246,2025-06-10
3819059496266608833,2025-06-14
1585271561337036299,2025-06-16
1585271561337037325,2025-06-16
3819059905448884510,2025-06-17
1585271561336631758,2025-06-19
5413337214202459316,2025-06-19
8944162424173818048,2025-06-24
1738403280270865088,2025-06-29
3819059496266608833,2025-06-29
2458977252122155712,2025-06-30
4692759896965140290,2025-06-02
4692759896965140290,2025-06-03
4692759896965140290,2025-06-04
4692759896965140290,2025-06-11
1585271561336993873,2025-06-17
1585271561336970540,2025-06-20
4692759896965140290,2025-06-23
4692759896965140290,2025-06-24
1513216533926154380,2025-06-28
1585271561336746677,2025-06-29
657536477715567505,2025-06-01
1585271561336695864,2025-06-01
1585271561336695864,2025-06-02
1585271561336940537,2025-06-02
576467810957597286,2025-06-03
1513216533926154380,2025-06-03
1954574044080790082,2025-06-03
3828751370547352448,2025-06-03
153134458553130626,2025-06-04
1954574044080790082,2025-06-04
1739855415287684224,2025-06-05
1954574044080790082,2025-06-05
6341074104264856003,2025-06-05
1585271561337012029,2025-06-07
5332267584642577440,2025-06-09
1585271561337012029,2025-06-10
6269016405102144747,2025-06-10
5053051273388340352,2025-06-11
6629304165209878669,2025-06-11
3828751370547352448,2025-06-12
2748907845476333312,2025-06-14
3828751370547352448,2025-06-14
2531033574337164671,2025-06-15
5053051190437830144,2025-06-15
1585271561336736404,2025-06-16
7286835162388063688,2025-06-16
7782225973962770785,2025-06-16
1585271561336736404,2025-06-17
1585271561337003723,2025-06-17
6341074104264854055,2025-06-19
7719183485888315392,2025-06-19
4332476682224603648,2025-06-20
2882311017076510594,2025-06-22
3828751370547352448,2025-06-22
7493998014236517538,2025-06-24
1739855415287684224,2025-06-25
2954367870147816270,2025-06-26
1306055918923481346,2025-06-27
1585271561336792168,2025-06-27
8655930903394015233,2025-06-27
1162022737893971328,2025-06-28
1594711382926345728,2025-06-28
1306055918923481346,2025-06-29
1306199128137519168,2025-06-29
1585271561336792168,2025-06-29
1585271561336981583,2025-06-29
2954367870147816270,2025-06-29
1585271561336914069,2025-06-30
3035438502080357056,2025-06-30
3397268127622014080,2025-06-30
5260212023980595118,2025-06-30
7430951976169582016,2025-06-04
6206643039465930496,2025-06-13
513460228649263553,2025-06-26
1585271561337020096,2025-06-01
4188358369920040000,2025-06-04
792639191900656782,2025-06-08
1585271561337020096,2025-06-15
3107495819638266880,2025-06-14
8214571128982578588,2025-06-01
2882308749924541139,2025-06-03
4107288419676846200,2025-06-03
5197165587782267328,2025-06-04
5269222877690299204,2025-06-05
8214571128982578588,2025-06-06
1161942649620631617,2025-06-07
9019569075743616,2025-06-08
5269222877690299204,2025-06-08
1585271561336872859,2025-06-10
1585271561337021179,2025-06-10
3468921029437605568,2025-06-10
5764614858704116186,2025-06-10
2522022820172099456,2025-06-11
5764614858704116186,2025-06-11
153134419846816128,2025-06-12
1297043030334348571,2025-06-12
1585271561336723110,2025-06-13
5764614858704116186,2025-06-13
6629304165209876610,2025-06-13
5034735007773,2025-06-14
585481725913663553,2025-06-14
1513216560753935319,2025-06-14
1585271561336723110,2025-06-14
4611694214010660315,2025-06-15
153134419846816128,2025-06-16
947291746421455936,2025-06-16
1585271561336762631,2025-06-16
360293909705803919,2025-06-17
3828751370547352448,2025-06-17
7791241212634246529,2025-06-18
1161942649620631617,2025-06-19
1585271561336931680,2025-06-19
5269222877690299204,2025-06-20
4188358369920040000,2025-06-21
1585271561337013256,2025-06-23
3530830270264483540,2025-06-23
792639191900656642,2025-06-24
1585271561337012029,2025-06-25
1585271561337013256,2025-06-25
1306054984423598601,2025-06-26
1585271561337012029,2025-06-27
1306054984423598601,2025-06-28
1594286234250462081,2025-06-28
3828751370547352448,2025-06-28
3242598926442262465,2025-06-29
4404532213722839106,2025-06-29
8214572793405073281,2025-06-30
1585271561336836994,2025-06-16
1585271561337044238,2025-06-01
3891115984388077834,2025-06-01
1450168049750223233,2025-06-03
1585271561336999263,2025-06-03
5044039385649898752,2025-06-03
8079470079227476545,2025-06-03
5332267584642577320,2025-06-04
1306053021421775489,2025-06-06
1585271561336779155,2025-06-06
1585271561336879976,2025-06-06
1585271561337002721,2025-06-06
1585271561337028331,2025-06-07
6710852998872164609,2025-06-07
1585271561336972954,2025-06-08
5197166483580529984,2025-06-08
3891115984388077834,2025-06-09
801651206834380375,2025-06-10
1585271561337015499,2025-06-10
1585271561337027256,2025-06-10
3891115984388077834,2025-06-10
6557246880847484935,2025-06-11
7998397832613031942,2025-06-11
8070458324181978240,2025-06-11
9312040921243712,2025-06-12
432351254888982875,2025-06-12
2882309734211218374,2025-06-12
5413337214202460180,2025-06-12
1585271561337033691,2025-06-13
1585271561336609714,2025-06-14
792640588831739528,2025-06-15
1585271561336609714,2025-06-15
4188356816114174976,2025-06-15
7142864753932710336,2025-06-15
226276416110631552,2025-06-17
2305848744076622784,2025-06-17
5548440520018748567,2025-06-17
2882310110228255683,2025-06-18
1235179019649062400,2025-06-19
8224185895451025024,2025-06-19
3819059496266610048,2025-06-20
1585271561336807946,2025-06-21
3107700341612065664,2025-06-21
1585271561336693741,2025-06-22
1585271561337015883,2025-06-22
7493998014236517538,2025-06-22
2531033574337167351,2025-06-23
6413133404652387391,2025-06-23
1585271561336935960,2025-06-24
1873514873511094208,2025-06-24
1513216533926154380,2025-06-25
8945289551644854145,2025-06-25
3891115984388077661,2025-06-26
1585271561337031005,2025-06-27
3747000630363940255,2025-06-27
4332978302823900801,2025-06-27
1585271561337033691,2025-06-29
1945561669738689285,2025-06-29
6784000971139791808,2025-06-29
576467810957597286,2025-06-30
1594287976076177792,2025-06-30
8224044820656961152,2025-06-30
1585271561336968320,2025-06-07
1585271561336746677,2025-06-20
6629304165209876489,2025-06-30
6701361217345429528,2025-06-11
1585271561336820883,2025-06-12
4332475200292245888,2025-06-27
2738194092690289034,2025-06-05
1585271561336938692,2025-06-08
7926341023773842820,2025-06-21
1585271561336766040,2025-06-25
2531035227693136707,2025-06-20
9016217269999190245,2025-06-04
2017618760585040015,2025-06-06
8502803222098581352,2025-06-09
1585271561336925889,2025-06-11
1585271561336624659,2025-06-14
1585271561336627208,2025-06-14
7782225973962770785,2025-06-20
1585271561337041337,2025-06-21
1585271561337011960,2025-06-25
2315551200567472768,2025-06-27
6061856428691210627,2025-06-30
2747206538927418458,2025-06-02
6566258848326421577,2025-06-12
4764820692635344322,2025-06-13
1585271561336876209,2025-06-16
1585271561336969923,2025-06-16
3891115984388077728,2025-06-16
1585271561336642216,2025-06-17
8872102004503143605,2025-06-20
1585271561336969923,2025-06-21
936755082263721926,2025-06-24
1945562604242968002,2025-06-24
2531035227693137728,2025-06-27
7791241212634245504,2025-06-28
5034735007916,2025-06-03
4611691438142762196,2025-06-08
3035438529728160640,2025-06-13
1585271561336804690,2025-06-01
9007204635750639287,2025-06-02
1585271561336804690,2025-06-06
6629304165209879023,2025-06-08
4044244464717265088,2025-06-20
8225047575261536961,2025-06-22
1585271561336836994,2025-06-06
1513216533926154380,2025-06-10
1513216533926154380,2025-06-13
1513216533926154380,2025-06-15
1513216533926154380,2025-06-18
8583871661534034304,2025-06-11
1585271561337012029,2025-06-19
1369101741337284103,2025-06-27
153134419846816128,2025-06-30
6629304165209879088,2025-06-14
2449965110012013066,2025-06-07
6566258848326421577,2025-06-04
5980787364025193058,2025-06-08
1162022737893971328,2025-06-14
1585271561336888673,2025-06-15
1585271561336592787,2025-06-17
1585271561336660303,2025-06-18
1585271561336660303,2025-06-19
5764614858704116186,2025-06-22
1450169741182143061,2025-06-25
1224996632231164864,2025-06-26
1585271561336944156,2025-06-30
1585271561336929440,2025-06-08
1729388589032331985,2025-06-11
1585271561337041337,2025-06-25
1585271561337012619,2025-06-05
1585271561337012619,2025-06-08
1585271561336718380,2025-06-13
792640928209095042,2025-06-17
1450168049750223233,2025-06-18
432351254888982817,2025-06-22
1739916987938841344,2025-06-24
3674944142301961984,2025-06-25
3242598857385037365,2025-06-29
1729390231323623488,2025-06-05
6422145316800824194,2025-06-08
8295642745197945921,2025-06-09
7782225885427882784,2025-06-10
6629304165209877317,2025-06-15
5620498938025644488,2025-06-16
1450169730127850278,2025-06-17
4980991965168188033,2025-06-17
2170746759837790082,2025-06-24
6629304165209877317,2025-06-27
1585271561336695605,2025-06-28
4755806029018135186,2025-06-28
1089884978166964928,2025-06-29
6341074104264852368,2025-06-01
2098691289167691008,2025-06-02
6341074104264853201,2025-06-02
8225073963540604608,2025-06-02
1585271561337030905,2025-06-04
6701361217345430749,2025-06-05
5413337214202460180,2025-06-06
1585271561336862731,2025-06-08
5034735007009,2025-06-09
792639191900656642,2025-06-09
4683750691077887234,2025-06-09
1441159877277719394,2025-06-10
1954574044080790082,2025-06-10
6998605980629640515,2025-06-10
2819265587255210048,2025-06-11
4827866868944797761,2025-06-13
5629512169455334209,2025-06-13
2819265587255210048,2025-06-14
8502804186997688729,2025-06-14
8935147025123497195,2025-06-16
7286835588169424727,2025-06-17
5269222910863619076,2025-06-18
3900131062701345664,2025-06-20
1306055321721055758,2025-06-21
1585271561337008553,2025-06-22
8502804186997688729,2025-06-22
1882516134850618572,2025-06-23
6701361217345429380,2025-06-23
6196960145816224397,2025-06-24
7863297125675401793,2025-06-25
1233998612444273538,2025-06-26
3828751370547352448,2025-06-27
7926342403457552206,2025-06-27
1585271561337020878,2025-06-28
1585271561336885807,2025-06-29
1585271561336926709,2025-06-30
5034735006857,2025-06-24
792640751260989745,2025-06-26
6052843423965704521,2025-06-02
9007204939872883344,2025-06-03
6052843423965704521,2025-06-04
1224985242758498140,2025-06-07
6629304165209877384,2025-06-16
6278112036238381505,2025-06-28
1585271561336777509,2025-06-15
6341074104264850600,2025-06-15
4116489126782834816,2025-06-15
1585271561336902933,2025-06-21
6341074104264851725,2025-06-03
6341074104264851725,2025-06-04
3891117339130576153,2025-06-15
3386713974243437648,2025-06-18
7493996875135986974,2025-06-23
1091126305548750145,2025-06-24
1161942649620631617,2025-06-28
5413337214202460227,2025-06-29
2449965110012012815,2025-06-02
2882311520272393920,2025-06-05
1585271561336739466,2025-06-07
1585271561336744637,2025-06-07
1585271561336647429,2025-06-08
1585271561337048914,2025-06-08
1585271561336963868,2025-06-09
3756013447131138625,2025-06-09
1585271561337029424,2025-06-12
9018203264608292,2025-06-15
1585271561336744637,2025-06-15
1585271561336586966,2025-06-16
1585271561336790289,2025-06-17
8430745724812681766,2025-06-17
1585271561337043451,2025-06-18
3035436765780351298,2025-06-19
1585271561336723410,2025-06-20
3901002130266983232,2025-06-21
5341279786058208902,2025-06-21
8935147025123496477,2025-06-22
5620499395138991826,2025-06-26
6341074104264852047,2025-06-26
2738194092690289729,2025-06-28
4179347521753441089,2025-06-30
1585271561336969923,2025-06-19
2243906939957421696,2025-06-01
2738194092690289674,2025-06-01
4827866083748770688,2025-06-01
5413337214202464579,2025-06-01
1585271561336876209,2025-06-02
2243906939957421696,2025-06-02
5413337214202460180,2025-06-02
5413337214202464579,2025-06-02
8935147025123496880,2025-06-02
1585271561337053948,2025-06-03
648524241621891017,2025-06-04
8079469907788943042,2025-06-04
2243906939957421696,2025-06-05
2305848744076623212,2025-06-05
4261457657532782784,2025-06-05
5980787364025193058,2025-06-05
6341074104264852120,2025-06-05
8791033816660297281,2025-06-05
9016217269999190245,2025-06-05
2243246602605790784,2025-06-06
2244161396280146880,2025-06-06
2305848744076623212,2025-06-06
7854284809238590800,2025-06-06
1585271561336888673,2025-06-07
3107497533813582784,2025-06-07
3891117339130576500,2025-06-07
1585271561336876209,2025-06-08
1369101741337282579,2025-06-09
1585271561337011960,2025-06-09
1585271561337044057,2025-06-09
792639191900656652,2025-06-10
1585271561336876209,2025-06-10
3828751370547352448,2025-06-10
1585274423917697153,2025-06-11
1945560541685068999,2025-06-11
2242805481916280257,2025-06-11
3963174731014708819,2025-06-11
792639191900656750,2025-06-12
2882311520272393920,2025-06-12
5332267584642577160,2025-06-12
5548441990942657024,2025-06-12
6845478458367164868,2025-06-12
1585271561336876209,2025-06-13
2819265587255210048,2025-06-13
1585271561336888673,2025-06-14
2738194092690289068,2025-06-14
2748336010956710272,2025-06-14
8574860238283842062,2025-06-14
1585271561336807946,2025-06-15
1585271561336969923,2025-06-15
1801456980864929841,2025-06-15
3891115984388077728,2025-06-15
7142969781737756800,2025-06-15
7023315206338,2025-06-17
1585271561336763206,2025-06-17
5053051273388343040,2025-06-17
947291746421455936,2025-06-18
